enc. v 0,enc. v 1,enc. v 2,enc. v 3,enc. v 4,enc. v 5,enc. v 6,enc. v 7,enc. v 8,enc. v 9,enc. v 10,enc. v 11,enc. v 12,enc. v 13,enc. v 14,enc. v 15,enc. v 16,enc. v 17,enc. v 18,enc. v 19,enc. v 20,enc. v 21,enc. v 22,enc. v 23,enc. v 24,enc. v 25,enc. v 26,enc. v 27,enc. v 28,enc. v 29,enc. v 30,enc. v 31,enc. v 32,enc. v 33,enc. v 34,enc. v 35,enc. v 36,enc. v 37,enc. v 38,enc. v 39,enc. v 40,enc. v 41,enc. v 42,enc. v 43,enc. v 44,enc. v 45,enc. v 46,enc. v 47,enc. v 48,enc. v 49,enc. v 50,enc. v 51,enc. v 52,enc. v 53,enc. v 54,enc. v 55,enc. v 56,enc. v 57,enc. v 58,enc. v 59,enc. v 60,enc. v 61,enc. v 62,enc. v 63,enc. v 64,enc. v 65,enc. v 66,enc. v 67,enc. v 68,enc. v 69,enc. v 70,enc. v 71,enc. v 72,enc. v 73,enc. v 74,enc. v 75,enc. v 76,enc. v 77,enc. v 78,enc. v 79,enc. v 80,enc. v 81,enc. v 82,enc. v 83,enc. v 84,enc. v 85,enc. v 86,enc. v 87,enc. v 88,enc. v 89,enc. v 90,enc. v 91,enc. v 92,enc. v 93,enc. v 94,enc. v 95,enc. v 96,enc. v 97,enc. v 98,enc. v 99,enc. v 100,enc. v 101,enc. v 102,enc. v 103,enc. v 104,enc. v 105,enc. v 106,enc. v 107,enc. v 108,enc. v 109,enc. v 110,enc. v 111,enc. v 112,enc. v 113,enc. v 114,enc. v 115,enc. v 116,enc. v 117,enc. v 118,enc. v 119,enc. v 120,enc. v 121,enc. v 122,enc. v 123,enc. v 124,enc. v 125,enc. v 126,enc. v 127,label
-1.3363692,1.49363,-0.42385712,0.45465428,-0.51708686,0.38847682,1.2809359,-0.20251276,1.8799598,-0.11557952,-1.1299539,0.98032296,-0.43133843,1.1270783,-0.14743891,-0.100726746,-0.14021617,-0.45344338,-0.6182507,0.45990375,0.65165794,0.5853413,1.2454498,-0.30294228,0.09625205,0.019710518,0.58432865,-2.266301,0.2818773,0.7638134,-0.48225296,-0.62164414,-0.20068865,0.776146,-1.1290127,0.39961895,-1.7026826,0.76466656,-0.094088286,0.5931849,-0.5001702,0.9560623,2.2987814,1.3039278,0.58082825,-0.09558965,-0.107666224,0.6671754,0.079478085,0.35579184,1.5968732,0.16314813,-0.48532695,-0.017238671,-0.19216919,-0.55821025,-0.59241104,0.48844197,-0.10226382,-0.40241247,0.23126346,0.69586694,0.5232407,0.5705217,-0.96081764,0.9228123,0.23430917,0.33207938,-0.56865627,-0.1863298,-0.7782021,0.339905,-0.5384077,-0.59334564,-0.5768846,-1.1433258,-0.078490116,0.020278767,-1.1356456,-0.07909826,-0.9823698,0.028172135,0.45428565,0.11007047,1.266186,-1.1519347,1.1108525,1.115947,0.1761292,-1.5426008,-0.39104307,-1.0170767,0.4616612,-0.047701374,1.1442376,0.4409367,-0.4587473,-1.5359006,-0.2668311,-0.8544265,-1.7932367,0.026473477,0.4561252,-0.33312604,0.18372928,-0.15632792,0.23446332,-0.011322673,-0.024486281,-0.5288926,-0.2684038,0.8238096,-1.1695346,-0.5940224,1.7945772,-0.50551695,0.4549089,1.3838482,-0.02746701,-0.87415916,-0.07214299,0.27172852,0.770069,-0.90458846,-1.4184073,0.085412115,0.07928081,-0.83883226,114222.npy
-0.3772941,0.45683122,0.14026445,-0.08436155,0.7700684,0.10798256,0.6730117,-0.4701194,0.20213155,-0.54590595,-0.54746747,0.12176038,-0.430337,0.18818608,-0.15554845,-0.082221076,-0.15277168,0.21437338,-0.04905921,-0.1937921,0.76198596,0.28053206,0.19683558,0.1327224,0.4570653,0.22024207,-0.12864396,-0.839172,-0.120544076,0.10619201,0.21466424,-0.77750903,0.20618992,0.86673105,-0.25399563,0.26548132,-0.18379368,0.80425715,0.4910866,0.12143758,-0.5325738,0.37154198,0.5948638,0.35231525,-0.35780233,0.056629058,-0.6468032,0.5488789,0.7919306,0.5231455,-0.45691562,0.076483615,-0.13334377,-0.053878844,-0.1910163,-0.78166527,-0.38574678,-0.032722965,-0.6629858,-0.5280924,0.27910137,0.11529919,-0.4348585,0.2542044,0.0395014,0.48912814,-0.15379775,0.4821096,-0.547118,0.016809044,0.38811278,-0.27737463,-0.23323229,-0.051438466,-0.1979987,-0.32677296,0.30690345,-0.029121634,-0.51016116,0.14597857,0.24476524,0.10905619,0.9025878,0.121091455,0.045230675,0.2509904,-0.10772906,-0.076439925,0.026813556,-0.41238886,-0.57773924,-0.25039402,0.23557274,-0.18800434,0.33352166,0.3326559,-0.68338686,-0.45680624,-0.42798582,-0.40636656,-0.37992832,-0.0547586,0.13783188,-0.4394115,0.83703744,-0.22204228,0.49990302,0.10471238,-0.13367115,-0.43766576,0.2792555,0.40314505,-0.47910732,-0.40814352,0.38865092,0.17111346,-0.37854707,0.09652452,0.1030484,-0.81709236,-0.12884998,-0.026114676,0.110211164,-0.19872597,-0.3576979,0.7125782,0.11045839,-0.31258824,27455.npy
0.17752364,0.14311421,0.09395701,0.02990231,0.47281864,0.4408284,0.74493533,0.13220625,-0.2186202,0.42615682,0.06364146,0.50548464,0.27039114,-0.801084,-0.004376975,-0.01943195,0.049607784,0.49910617,0.8498985,0.30050164,0.020187497,-0.6362279,-0.28910854,0.12024333,0.0725633,0.13099916,-0.04246351,-0.31475052,-0.21518002,0.8717165,-0.21243948,-0.53091216,0.22195879,0.62079436,0.23753338,0.49659595,-0.11475362,-0.2619938,0.32178,0.2384341,-0.34512812,0.13754462,-0.069937386,0.14267173,0.0965458,-0.34398955,-0.39553446,1.0027878,-0.21132602,0.20422253,0.59184694,-0.24453649,-0.6971624,-0.01174161,0.12336786,-0.5165241,-0.31169787,-0.28470698,0.28305507,-0.11337124,0.010589175,0.2367639,-0.63929546,0.22002898,-0.1512761,0.25296584,0.62709653,0.1536558,0.3251878,1.0209663,-0.3272896,-0.63292074,-0.0032516122,-0.062025886,-0.12937722,-0.016369687,0.56795764,0.12276468,-0.06542474,0.24900289,0.06498411,0.06905512,-0.13974074,0.023220653,-0.45263106,-0.38316885,-0.09050764,-0.05108697,-0.5386986,0.77119416,0.19786417,0.2512345,-0.35225227,-0.51260364,-0.054781422,0.42227718,-0.40762717,-0.14551498,-0.2532323,-0.2925991,0.08462949,-0.09358092,0.2842343,0.29463297,0.8165463,0.3803016,0.17809024,0.6938621,-0.49912298,0.025384218,0.53999436,0.21633452,-0.03081622,0.02596651,-0.47666365,0.15747106,-0.19176823,-0.06074337,0.16082048,-0.4401803,0.16597715,0.19095317,0.20589632,-0.20615657,-1.0032734,0.77469695,-0.50076663,-0.40952757,71157.npy
-0.43359664,-0.62077624,0.12985717,-0.5232584,-0.40541133,0.49521872,0.41409057,-0.03253751,-0.16672005,0.19969238,-0.18087503,-0.0035127345,0.09052307,-0.65534455,-0.24759138,0.40308243,-0.08708196,0.26413506,0.42185965,-0.85286623,0.14864501,0.37286273,0.13113962,0.59154516,-0.05674062,0.19568716,-0.18002869,-0.22650605,0.24826455,0.15959008,-0.060619146,-0.58583724,0.44318554,-0.32058614,-0.08460553,-0.05530676,-0.6984824,-0.41675007,-0.274131,0.16650034,-0.4725182,0.1369376,0.6392086,0.512243,-0.2719281,-0.05586869,-0.56159514,0.23174013,0.4033783,-0.57655597,-0.09355156,0.16133414,-1.0421271,-0.26436135,-0.960959,-0.6521394,-0.45386627,0.37401837,0.5402635,-0.13628256,0.2413792,0.02246845,-0.29451868,-0.07382941,0.12815283,0.22426328,0.52368516,0.05235735,-0.40301943,0.51411,-0.1066211,0.31920773,0.112499766,0.31952262,-0.20392592,-0.1087366,0.23000214,-0.2314307,0.5855654,-0.20964561,-0.06730797,-0.68542933,0.4643732,-0.13878578,-0.030824129,0.18297127,0.32806906,-0.59638923,-0.07746108,-0.049880717,0.4007342,0.27225062,-0.103862986,-0.93562967,0.31684926,0.5431473,-0.3514273,0.24883083,-0.5568581,-0.2705428,-0.2673596,-0.5823066,0.35776812,-0.62958163,0.57438123,-0.2132555,-0.14593735,0.99080884,-0.13351159,-0.3179205,-0.37275627,-0.046613425,-0.38335672,-0.31219572,-0.0112181455,0.2913421,-0.48405597,0.11394139,-0.047171958,-0.98039055,-0.17301333,0.5302532,0.46714646,-0.56726176,-0.45813242,0.09729204,-0.13652864,-0.51193106,142568.npy
0.05154128,0.026881956,0.1501101,-0.41645238,0.35521966,0.37973335,0.07593437,-0.24152729,-0.17660522,-0.5860188,-0.4166142,-0.00020492077,-0.32876804,-0.49928254,-0.046369333,-0.041185748,0.08909004,-0.15384725,0.17834806,-0.78691757,0.47396535,-0.02785378,0.17509717,0.44213322,0.48130128,0.23882382,-0.28219277,-0.3883789,-0.17901447,0.5130501,0.037171014,-0.18663797,0.47970274,0.23047101,-0.08048265,-0.21386646,-0.3404048,0.3478342,-0.053561013,0.1979524,0.16466676,-0.052948065,0.5336233,0.13728411,-0.34236032,-0.14208028,-0.27854145,0.14847139,0.27090684,0.10088368,-0.08320983,-0.23253234,-0.50738764,-0.19319595,-0.30131912,-0.28934956,-0.37872356,0.11624554,-0.17317812,0.05804302,-0.055791564,0.10200212,-0.5845512,0.32599297,0.4974896,0.06889104,0.289086,0.16720067,-0.9613128,0.13863386,0.31814924,-0.007218543,-0.24827659,0.3575163,-0.042810082,0.13937181,0.4721216,-0.55083156,-0.39952555,0.03111287,0.18406847,0.0861186,0.60509473,-0.052210182,-0.058492206,0.0052635185,0.5566821,0.37717333,-0.42645162,0.20815124,-0.24612592,-0.26967558,-0.04273108,-0.3601488,0.14388974,0.31349507,-0.44050804,-0.47257805,0.15715806,0.066744655,-0.10810447,-0.25564438,0.44700733,-0.69726235,0.55877924,-0.48134756,-0.068196796,-0.04657672,-0.089922436,-0.36068904,0.36132383,0.33976218,-0.38319606,-0.4632126,-0.19085425,0.47836667,-0.5857104,0.11564575,0.7923189,-0.5393187,0.010008778,-0.08506809,0.24169314,0.09019317,0.015902046,0.3806404,-0.0656707,-0.7032703,21677.npy
-0.2308174,0.018836021,-0.039580796,-0.22051065,0.19078037,0.83848006,0.41404623,-0.25693247,0.44334257,-0.24292938,-0.20008034,0.32873496,-0.24228129,-0.24118648,-0.44983587,0.17731285,0.27387235,0.07189602,0.2658211,-0.30139193,0.76576763,-0.051415224,-0.078141786,0.5391703,0.05518803,0.110286206,0.052220862,-0.5434335,-0.67672205,0.69792455,0.28158787,-0.30294144,0.2503499,0.13086545,-0.16837424,-0.08671847,-0.412852,0.25237378,0.12245509,0.11824466,-0.4548585,0.33439496,0.42294285,0.35593417,-0.18205282,0.62219197,-0.5424521,0.34699795,0.9131192,0.18851657,0.011179645,-0.19744575,-0.3220665,0.082504235,0.2765013,-0.50248694,-0.0867375,0.05216853,0.14200437,-0.032102454,0.45712337,-0.11741876,-0.24640153,0.32173756,0.17410283,0.0028110044,0.44178942,0.24744236,-0.67140216,0.14875306,0.27982134,-0.21628039,0.09523723,0.29667035,-0.34894583,-0.2193723,0.3394488,-0.27988404,-0.29601026,-0.07212993,0.25362772,-0.012042128,0.5465452,0.016679604,0.034920707,-0.31013152,-0.35586336,0.06108,-0.38255268,-0.24094598,-0.34480652,0.022453856,0.1559817,-0.28429374,-0.053277954,0.13142926,-0.49840555,-0.31805107,-0.18516663,-0.124737725,-0.51082194,-0.47151786,0.33011475,-0.61203545,0.66739607,-0.34676772,-0.25644612,0.10568832,-0.1647197,-0.7412462,0.46694887,0.16834164,-0.19754672,-0.10501368,0.06527722,0.15953158,-0.8691887,-0.05325591,0.52350014,-0.5148773,-0.26368394,0.036014203,0.2540811,-0.50005007,-0.13124244,0.2635085,-0.3210368,-0.46115458,9678.npy
-0.17909916,-0.036679618,0.15270908,0.5981853,-1.6041806,0.18860185,1.1848543,1.2522008,0.46874577,1.6454159,0.28213862,0.19712502,-0.118945695,-0.63350374,-0.84794,0.9265146,0.9174889,1.1417454,-0.23253551,1.5841082,0.105694085,0.96631473,0.7606697,0.57429284,-1.0774544,-0.41924948,0.08340835,0.38510597,-0.61499923,-0.4319914,-0.2034507,-0.99834585,-0.17428826,1.2449852,1.4888287,1.8452045,-0.5234553,-0.7309585,0.20230635,0.20621617,1.1038467,-0.12307185,-0.11613375,1.1148196,0.8279476,-0.37870616,1.1204557,0.23822752,-0.6427767,-0.7285845,2.2057095,0.03338396,-1.69308,-1.5147982,0.35772848,-1.2722452,-0.7384882,-0.6144305,0.79187775,0.42138582,-0.27342042,-2.2958531,1.1929787,-1.2279357,-0.3824762,0.90615594,-0.43842092,1.3776555,-0.1446338,0.34556258,0.37718478,0.22912022,-0.36535713,-2.659987,-1.0859302,-2.6805573,-0.43444848,1.2564936,-0.1327979,-0.40296257,0.74595374,-0.31461433,-0.43368995,-0.631064,0.10126391,-1.5135099,-0.5552171,-1.0207462,0.8544633,-1.327586,-0.67973614,-1.0061992,0.7574738,-0.4426232,1.0564728,0.836792,0.4072868,-0.15382439,0.26438627,-0.9322547,-0.8200525,-0.017801058,-0.47612602,-0.677505,-0.044531703,0.38640678,0.6320023,0.1603079,1.2649794,-1.5731316,-0.78001964,-1.383894,0.5322841,1.026952,0.003105335,-1.2827046,1.0555031,-0.11227084,-2.3656683,0.9078563,-0.25374335,1.3874336,0.38940316,-1.9926426,-1.4264858,-0.7642716,1.0086985,0.08131789,116760.npy
0.13526528,-0.07999372,0.22438766,-0.28266025,0.5827888,0.21054417,0.4699032,-0.45824844,-0.18116996,-0.45576775,-0.21642575,-0.16155547,-0.30862057,-0.2844482,-0.16691644,-0.18068528,-0.08348499,-0.05879731,0.4629665,-0.41421697,0.24081776,0.0004739361,0.07482981,0.46634418,0.55945474,0.73323673,-0.20944074,-0.11521851,-0.42081594,0.65927505,0.049415193,-0.028630475,0.37902635,-0.034514926,0.009621762,-0.30385748,0.1281599,0.2943108,-0.20459819,0.0025392678,0.031041864,-0.09171975,0.21922863,-0.04498662,-0.34981203,0.13070244,-0.1317592,0.17815141,0.6146543,0.0113940835,-0.27056375,0.20755349,-0.050807595,-0.178877,-0.42099681,-0.03932281,-0.09512128,0.14735976,0.017356362,0.03866089,0.35681462,0.24486765,-0.72333086,0.32155052,0.2670071,0.14251949,0.42272237,0.18093891,-0.47202975,0.3777429,0.041050334,-0.4556417,0.11378161,0.6456272,-0.18165006,0.42378002,0.36923546,-0.4596554,0.14789894,-0.06530911,-0.14955498,0.20091969,0.28761384,0.18709794,-0.11126273,0.09534535,0.549152,0.07911357,-0.43462864,0.36508092,-0.023503799,-0.005621683,-0.2066479,-0.3448893,-0.020429315,0.41341633,-0.10041187,-0.054264724,0.07121016,0.064670675,-0.115085945,0.16035172,0.49888113,-0.519216,0.3559626,-0.23601852,-0.1168495,-0.0651094,0.06481702,-0.0047030086,0.3823603,0.24967366,-0.19560477,-0.2344695,-0.5736712,0.46070647,-0.58834803,-0.008100587,0.46859175,-0.54569775,-0.14235257,-0.14529914,0.10578896,0.29764193,0.2909325,0.40172058,0.03706952,-0.46544015,123442.npy
0.4668866,0.31215408,-1.2555914,1.4323859,0.6641998,0.53757805,0.30795825,0.8992057,0.18809423,0.7105649,-0.7734666,1.9293863,1.6654944,-0.9408012,0.5090846,0.9959332,-0.7869727,0.9903106,0.117355436,-1.5718483,-0.7807139,-0.17389981,-0.5071735,0.4239459,0.33599672,-0.5823949,-1.3197535,0.014416108,-0.5815732,0.6059095,-1.7820694,0.106515504,0.7261911,-0.3292989,0.1623643,0.9577524,0.046587188,-0.54336894,0.08423218,-0.6730333,0.47361732,0.04763146,0.278469,0.121977516,0.9124073,0.5923402,0.26139057,-0.56399155,-0.67572534,-0.070003584,1.0982009,0.0246863,0.842273,-1.2908783,1.0807456,0.13538703,-0.96151036,0.5661983,1.2240587,-0.02961921,-0.8403185,-0.85762686,-0.4794615,0.59264123,-0.7575279,1.5951725,1.3273628,0.2031788,0.0112640485,1.6792805,0.114547715,0.10697852,-0.07058554,-0.5123706,-0.25219157,-0.8589445,0.79313487,0.23229417,0.13145491,-0.4235937,0.8297458,-0.018376566,0.83638835,0.10162059,-0.13838404,0.17254622,0.43531898,-0.81187946,-0.26836818,-0.4345807,1.3012187,1.1396354,-0.09297034,0.06975394,0.43053928,-1.2788286,-0.15331751,0.5994772,0.3499896,-1.0927982,-0.9526759,0.22408366,0.78669626,-0.08863271,-0.22000414,0.5012772,0.17472552,1.7423073,0.1898867,1.0108767,-0.15619352,1.1170567,0.22824669,0.38972878,-0.46016553,-0.8531516,-0.17498502,-0.28474542,1.0190579,-0.20516363,-0.45401308,0.22624137,0.16408491,-0.65146065,-0.68591464,-0.4544909,-0.2984248,-0.45143902,64093.npy
0.65640616,-1.0787836,-1.5683318,0.79949677,0.46678048,-0.24966231,3.3497667,-1.0335124,0.040339418,-0.9253092,0.7713579,-1.3523097,1.0041702,-0.30892968,0.28051028,1.6397045,-0.0864881,0.3114353,0.0029396825,0.3582018,0.92300916,-0.50613546,0.30847383,0.42990392,-0.14896214,-1.8194822,0.34806293,-1.7676905,0.39951694,-0.25959304,-2.0112185,0.09532488,-2.0523841,-0.4128893,-0.7030133,0.16271551,1.1448616,-0.9380305,0.62422836,1.0581702,0.04126658,0.7305792,-1.2294738,1.3981918,0.019031327,-0.8158809,0.087041974,-0.031650238,-3.6106498,1.2202153,-0.30031303,0.39024743,-0.87957424,-2.0704107,1.4160905,-0.56939846,0.8163714,1.2170455,0.2767808,1.173044,-0.08643382,1.5667075,0.090327874,0.09851855,0.7056022,0.86488205,-0.5787976,0.7912812,0.23326491,1.261697,-0.52190125,-0.50309575,-0.04316775,-0.05633488,-0.6847478,0.29491243,-0.18278763,0.5684321,1.2318785,0.6117131,-1.2858568,-0.34405345,-1.2636352,-1.2805467,0.9973693,-0.16465071,-0.26793224,-1.6380057,0.25959402,-0.013693441,-0.04231725,-1.8444341,0.19914578,-1.3398823,-1.1462091,0.8407333,0.24583042,-1.8644135,-0.53521657,-0.24450524,1.5972354,1.1852592,2.0839763,2.0542872,-1.1519252,-1.6595694,1.3854027,1.1659777,-1.497374,0.71410966,-0.52978885,-1.800959,1.0379254,0.6910806,0.016418755,-2.856131,1.1641917,2.0230727,2.0156941,-0.7245752,1.1316713,0.28893697,2.2108152,0.42643744,-2.252192,-0.25250053,0.35363007,0.34365466,47032.npy
-0.33952996,0.81612206,-0.09214942,0.015154257,-0.10012145,-0.18291229,0.004429668,1.0357002,-0.4340554,-0.46111923,0.5778072,0.5334478,1.7393969,-0.49448788,0.20081526,0.94042975,0.34358335,1.3291764,0.09175046,-0.16683078,0.49128407,0.3043246,0.1559429,0.16891561,-0.024008274,-0.9356446,-0.5568716,-0.42152205,-0.36322507,1.2347659,-1.7604688,1.1138909,0.31969547,0.1753954,0.5279281,1.0084563,0.21519096,0.026729409,0.13394545,0.18724878,-0.6412244,0.44889292,-0.48675132,0.48422387,0.81286234,-0.44093916,1.3291582,-0.9094502,-1.3072276,0.29507107,1.4129219,-0.11984699,0.022003226,-1.3340285,0.6536373,-0.70378566,-0.23132804,-1.0202836,0.76283187,0.2955085,-0.20202854,-0.4759082,-0.16574968,0.05153323,0.055844083,0.41458577,0.55432916,0.59822,-0.5763728,2.1422453,0.6316808,0.30853716,-0.5176858,0.50199664,-0.11863811,-1.1153519,-0.3573614,0.7180398,-0.3142912,0.90214276,-0.44415683,0.3091392,-0.86582,-0.9386811,0.8933272,-2.6980155,0.2659916,-0.55143845,0.4823854,0.015071288,-0.63027143,0.5966698,0.2576609,0.22225508,-0.3356542,-0.5904811,1.0932276,-0.5412641,0.841408,-0.028169697,-0.713375,0.45604062,0.5700833,0.5331689,-0.6073458,0.37313762,0.25864214,1.1360958,0.30480444,-0.40359908,0.042569574,0.23541868,0.9208673,1.7318957,-0.33811796,-0.7709688,0.39162767,0.6421382,-1.1257961,-0.468705,0.027906254,1.3589437,-0.12511343,-1.7099346,-0.75237983,-0.059996568,-0.5401502,-0.5711694,130989.npy
0.5675385,0.15309756,-0.2424974,0.49878535,-0.53088975,-0.45620212,0.3139663,-0.47250733,-1.2328513,0.24057083,0.12154808,-0.5418653,0.46908832,-1.2235297,0.7042821,0.235465,-0.00631411,0.5430681,0.39002323,0.31554285,0.18945341,-0.6283606,0.021854846,-0.2434102,-1.0492864,-0.08074178,-0.020998891,0.45404297,0.09864548,0.56274676,-0.9179384,0.45654917,-0.21123974,0.9686957,-1.4940737,0.306586,0.29570934,-0.5673359,-0.17665997,-0.25115868,-0.26967362,-0.5130516,0.39881542,0.9217308,0.53018874,-0.68655306,0.8091041,-1.4724691,-0.526268,0.32799417,0.66803885,-0.85519636,-1.3021598,-0.97425497,-0.08450488,-0.010607161,-1.1129904,0.6157235,0.66609836,0.23115319,-0.7169631,0.16961677,-0.6478843,0.09706888,-1.199286,0.829222,-0.1213204,0.5238677,0.671636,1.2929574,0.40509367,-0.09872939,0.7449808,0.8371632,0.46039805,-0.29338977,0.18032357,-0.07292801,0.52860564,0.44459048,0.46400958,0.417119,0.22069064,0.33779606,-0.35319468,-0.45667896,0.006620623,-0.21443063,0.16417901,0.42665878,-0.31135026,0.45298865,-0.6113835,-0.4313539,0.09455457,-0.35419697,-0.013667919,0.3397077,-0.2728773,-0.14827748,0.07579386,-0.1977807,1.0967441,0.0011822805,-0.51252115,0.26276743,1.3954133,0.46756384,0.96956563,0.5794956,-0.83909655,-0.075142406,0.4261619,0.38384023,-0.3127356,-0.3305417,-0.05970989,-0.9280115,0.0030932594,-0.056123115,0.2403678,0.7350123,0.6023171,-0.64982724,-0.8128241,0.4186984,-0.11646579,0.08863893,73764.npy
0.55373913,-0.529812,-1.2839278,0.3137144,-1.7609427,0.4302134,0.8896726,-0.40750295,0.4599224,1.2594419,-0.12880906,0.10179426,-0.47529975,0.24022797,-0.7806709,0.39841253,0.26634285,0.4362339,0.61126125,-0.2109084,-1.3476616,0.36888802,0.204449,-0.044840515,-0.9259655,-0.21681684,0.09514859,-0.23334235,0.5171766,0.9497498,-0.85299426,0.4394126,0.015591253,0.46834472,0.99358714,0.9117281,-0.700894,-0.6708302,0.35216352,-0.19152278,0.65174985,-0.4717983,1.6628691,1.5160986,0.19800496,-0.0050121807,-0.0004675947,-0.030304205,-0.5714658,-0.27356705,0.8641369,0.6271405,-0.687262,-0.68486744,0.4763062,0.026611172,0.677451,0.23791419,0.074974075,-0.08301078,1.1354182,-0.5991095,1.0973254,-0.95637095,-0.84144044,1.2548712,1.1281245,0.23921251,0.7865878,-0.23535262,0.12599261,0.9481848,0.8476178,-0.17215437,0.53520155,-0.0039896313,-0.72185624,-0.15090251,0.059620306,0.4737069,-0.5825218,-1.0963662,0.37913242,-0.08569222,0.60144866,-0.9037714,1.556242,-0.97036445,0.53299636,0.31154132,0.08488466,-0.36999416,-0.34616032,-0.99995536,0.459168,0.25519162,-0.38454553,-0.24589881,-0.2673387,-1.1832911,0.42386904,0.6803212,0.49617285,-1.806306,0.12902842,0.7281051,-0.10034675,0.7386533,0.3504719,-0.43894637,0.14918977,-1.4233118,-0.122542515,-0.1864086,-0.2776726,-0.55328125,0.16425817,0.18742764,0.45185047,-0.1964446,0.6196387,1.2128968,1.0850931,-0.9524976,-1.7167481,0.57588017,0.73507875,0.87399936,144810.npy
-0.051459853,-0.15760842,-0.46169373,0.683321,0.042984046,-0.6923714,1.6594615,-1.0887331,-0.07567312,0.49451578,0.83475953,0.7623351,-0.20656644,-1.2572225,-0.2967031,1.037462,0.057555616,1.5810349,-0.07459806,0.57719654,-1.2549394,-0.5985168,0.34625104,-0.18534967,-0.82118756,-0.10561986,-0.96844745,-1.4347562,-0.70185673,0.99098045,-1.3646089,0.59934926,0.8017346,0.4650768,0.61378497,0.5793965,-0.5493818,-0.058854166,-0.09007144,0.9833901,-0.1592036,0.7457963,-0.4809995,0.7470816,1.7109792,0.37431473,0.0339956,1.0143561,-2.6014655,0.30850214,2.1819947,-0.27322006,-0.40170053,-1.529349,0.17851919,-0.005047161,-0.46346974,1.0671289,1.0729395,0.29276177,-0.05815365,0.20017983,-0.7396413,0.07658778,-0.9998146,1.2034621,0.2834333,-0.24715826,0.65944433,0.3960663,-1.7878915,-0.21428551,-0.19763815,0.025595497,-0.96085125,-0.66432786,-0.23229411,-0.1268574,0.56754625,1.057323,-1.0405055,-0.4595543,-0.74941367,-0.51950884,0.9315111,-1.834119,-1.0446031,-0.29868275,-1.0714737,0.041592453,0.7590524,-1.1284173,-0.7871437,-0.6093429,0.70743346,0.5384395,-0.41592565,-0.79088885,1.0248092,-0.37798876,-1.0690286,0.10326175,1.1922325,-0.090632565,-0.8610271,-0.62419885,0.54372066,1.3386643,0.40107697,1.2730079,-1.385251,0.07813881,1.2708122,2.012034,0.8797867,-0.7551759,0.5699863,0.5713385,-0.09659844,0.33669615,-0.21915326,0.90349305,0.16930586,-0.44123587,-0.77981544,-0.5478646,0.49920005,-0.40266958,142668.npy
-0.51326597,0.63405836,-0.005003672,-0.14933205,1.1613303,0.29169235,0.48225898,-0.33861244,-0.07749817,0.09990325,-0.8584222,0.70647085,0.28030786,-0.121415585,-0.1887529,0.07340573,-0.48101813,0.26897526,0.5512487,-0.86130404,0.08859136,0.16600673,0.027064005,0.21290977,-0.013639092,0.44935304,-0.054543804,-0.5686423,0.08986902,0.89532274,-0.079145625,-0.61411476,0.7377891,0.31797838,-0.6315504,0.2417774,-0.48044354,0.26384783,0.58591586,0.2861715,-1.0009838,0.15931678,0.917896,0.80081785,-0.43190482,0.1475138,-0.38436556,0.6677324,0.8531588,0.16348957,-0.3868924,0.007054016,-0.3642523,-0.357377,-0.3764653,-0.64766246,-0.98496115,0.23063119,-0.13040353,0.10014519,0.4744168,0.42662504,-1.0715586,0.26775736,-0.1043422,1.1742411,0.7633655,-0.013954486,-1.2933116,0.74122185,-0.09719791,-0.7949274,0.33214048,0.083592616,-0.5450206,-0.90426975,0.4299705,-0.031986337,-0.2607749,0.7772971,0.3820691,-0.038066257,0.47768226,0.34703818,0.21908608,-0.26749864,0.6747926,-0.017020933,-0.08111784,-0.44041017,-0.20033978,0.14192075,0.20151727,-0.33948672,-0.07799362,0.71689326,-0.40564278,-0.40234694,-0.34951192,0.31468567,-0.022074867,-0.22346243,0.12527768,-0.7696027,1.1497709,-0.16821703,0.6987643,0.3303753,0.7532194,0.19778822,0.1699427,0.6231016,-0.3970375,-0.37188002,-0.4687034,0.5422672,0.20604345,0.18950567,0.0852976,-0.51912594,0.0048650037,0.18814863,-0.072558254,-0.34383243,-0.27427495,0.8499135,0.21099748,-0.42700872,3707.npy
